combo,description,horizon,universe,mean,std,ir,p,ci_low,ci_high,win_rate,n
combo_counter_trend_rvol,逆勢撈底 (-MA20dev + RVOL),60,all,0.0017133574040554685,0.096454555178033,0.01776336432108368,0.2120458489671755,-0.007305678563042264,0.010955953736254171,46.769293092971445,4937
combo_all_equal,全 15 指標等權（方向 flipped）,60,all,0.0006928013720736834,0.10664446279268325,0.006496365155127545,0.6474822499371529,-0.00862163555639607,0.012365637118726088,47.66902119071645,4955
combo_3group_median_flip,現行 scanner: 3-group median（方向 flipped）,60,all,-0.0033322697960857625,0.10736885009848554,-0.03103572212079381,0.029253602774499177,-0.014070475018806936,0.007959138711203228,45.59449058132469,4937
combo_rvol_lowatr,低波動放量 (RVOL - ATR%),60,momentum,0.044139219388626326,0.1681604755357834,0.2624827222210953,0.0,0.027837947796725836,0.06445738829107323,64.2448785135779,4198
combo_rvol_only,只用 RVOL（baseline）,60,momentum,0.01209053777571809,0.09949052676173686,0.1215245126269449,4.6629367034256575e-15,0.006674697185849299,0.018779662750862045,54.8926014319809,4190
combo_3group_median_raw,現行 scanner: 3-group median（未 flip）,60,momentum,0.010853797151910998,0.12358450982224703,0.08782489947584964,1.3542042598402304e-08,-0.0004138198009101842,0.02256943255612794,53.6684135302525,4198
combo_squeeze_rvol,Squeeze + RVOL,60,momentum,0.0067175114580395896,0.09391691414818733,0.07152610921010806,3.6898240614036126e-06,0.0010576447787386022,0.013039004158580092,53.26345878989996,4198
combo_meanrev_pure,純反向均值回歸 (6 個 flipped),60,momentum,-0.0002453655710696907,0.12199399784800466,-0.002011292156974786,0.896322990852608,-0.011575720196271153,0.011319959283325647,49.90471653168175,4198
combo_rvol_meanrev,RVOL + 均值回歸 composite,60,momentum,-0.0005195220659802435,0.103123036147157,-0.005037885669297822,0.7441269972754272,-0.007740867344941382,0.008202917994407137,49.42829919009052,4198
combo_all_equal,全 15 指標等權（方向 flipped）,60,momentum,-0.002415470315926936,0.12557109990962864,-0.01923587766345368,0.2127126432886952,-0.015383048406995423,0.009771918696679496,49.45212005717008,4198
combo_3group_median_flip,現行 scanner: 3-group median（方向 flipped）,60,momentum,-0.0036338905739782814,0.12300734800311394,-0.029542060966035046,0.055676788022752444,-0.016246586154567737,0.008270015906131621,48.66603144354455,4198
combo_counter_trend_rvol,逆勢撈底 (-MA20dev + RVOL),60,momentum,-0.0038155601643877954,0.11349311850037735,-0.03361930850789961,0.029442057856630566,-0.012650248252751212,0.006565124136211369,46.99857074797523,4198
combo_momflip_volpos,動能 flip + 量能正向,60,momentum,-0.006857450849749677,0.09583078758164987,-0.07155790975741469,3.653437465667153e-06,-0.013462335359071306,0.0008698379417596462,45.688423058599334,4198
