score,label,liquidity,horizon,decile,mean_ret,median_ret,win_rate,n_days
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,10,5,0.004651386839520584,0.009020974111825873,0.6047724082614798,4987
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,10,6,0.004843467210320006,0.010131071573455776,0.6025666733507119,4987
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,10,7,0.005620295110031271,0.010429182538332103,0.5975536394626028,4987
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,10,8,0.007560040030931092,0.011395499254109601,0.6083817926609184,4987
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,10,9,0.008124936666973897,0.011775013681722147,0.5981552035291758,4987
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,10,10,0.009063222012078858,0.01165145340035808,0.589933827952677,4987
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,20,1,0.006343492252888522,0.007900106147856741,0.6148282097649186,4977
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,20,2,0.006924925707495501,0.009448406593613736,0.6033755274261603,4977
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,20,3,0.00916267924022761,0.012260965352808136,0.621458710066305,4977
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,20,4,0.00984826099254621,0.014132866788466352,0.622664255575648,4977
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,20,5,0.009960982960178414,0.013605194720174605,0.6047819971870605,4977
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,20,6,0.009855909858202389,0.014299041026602236,0.5971468756278883,4977
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,20,7,0.011709491503232418,0.016010586445121554,0.6106088004822182,4977
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,20,8,0.014294147771099823,0.017137624677611384,0.6120152702431183,4977
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,20,9,0.016947747672397283,0.017901508693965517,0.6085995579666466,4977
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,20,10,0.017087027053453212,0.0173674219028249,0.5864978902953587,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),ex_bottom20pct,10,1,0.006205673696950162,0.009705713265254517,0.5871265289753359,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),ex_bottom20pct,10,2,0.005486111582769264,0.009733835282825417,0.5961499899739322,4987
